Review_ID,Review_ID#,Review_IDtoID#,Review_OutofScopeBool,Review_SentenceID,Review_Opinion_Category,Review_Opinion_From,Review_Opinion_Polarity,Review_Opinion_Target,Review_Opinion_To,Review_Text
1074868,12,1074868:2,,63,RESTAURANT#MISCELLANEOUS,0,positive,NULL,0,Surprisingly nothing could be further from the truth.
1074868,12,1074868:3,,64,RESTAURANT#MISCELLANEOUS,65,positive,crowd,70,"In the evening, this place attracted a well dressed, with it, NY crowd."
1074868,12,1074868:4,,65,FOOD#QUALITY,4,positive,food,8,The food was well prepared and the service impecable.
1074868,12,1074868:4,,65,SERVICE#GENERAL,35,positive,service,42,The food was well prepared and the service impecable.
1074868,12,1074868:5,,66,RESTAURANT#GENERAL,0,positive,NULL,0,I'm going back.
1084394,13,1084394:0,,67,,,,,,"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot."
1084394,13,1084394:1,,68,AMBIENCE#GENERAL,0,positive,NULL,0,Quite simply it's like stepping out of Manhattan and into a haven of tranquility.
1084394,13,1084394:2,TRUE,69,,,,,,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced."
1084394,13,1084394:3,,70,FOOD#QUALITY,4,positive,Prix Fixe menu,18,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
1084394,13,1084394:3,,70,FOOD#STYLE_OPTIONS,4,positive,Prix Fixe menu,18,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
1084394,13,1084394:3,,70,FOOD#PRICES,4,positive,Prix Fixe menu,18,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
1084394,13,1084394:4,,71,RESTAURANT#GENERAL,0,positive,NULL,0,I will be going back and heartily recommend it!
1086415,14,1086415:0,,72,,,,,,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood."
1086415,14,1086415:1,,73,FOOD#QUALITY,0,positive,NULL,0,"It is terrific, as is the value."
1086415,14,1086415:1,,73,FOOD#PRICES,0,positive,NULL,0,"It is terrific, as is the value."
1086415,14,1086415:2,,74,FOOD#STYLE_OPTIONS,27,positive,food,31,"$6 and there is much tasty food, all of it fresh and continually refilled."
1086415,14,1086415:2,,74,FOOD#QUALITY,27,positive,food,31,"$6 and there is much tasty food, all of it fresh and continually refilled."
1086415,14,1086415:2,,74,FOOD#PRICES,27,positive,food,31,"$6 and there is much tasty food, all of it fresh and continually refilled."
1086415,14,1086415:3,,75,FOOD#QUALITY,42,positive,dishes,48,"I am not a vegetarian but, almost all the dishes were great."
1086415,14,1086415:4,TRUE,76,,,,,,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison."
1086415,14,1086415:5,,77,RESTAURANT#GENERAL,0,positive,NULL,0,Go hungry and enjoy.
1086478,15,1086478:0,,78,FOOD#QUALITY,4,positive,food,8,"The food here is rather good, but only if you like to wait for it."
1086478,15,1086478:0,,78,SERVICE#GENERAL,0,negative,NULL,0,"The food here is rather good, but only if you like to wait for it."
1086478,15,1086478:1,,79,SERVICE#GENERAL,11,positive,somosas,18,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
1086478,15,1086478:1,,79,FOOD#QUALITY,20,positive,chai,24,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
1086478,15,1086478:1,,79,FOOD#QUALITY,34,positive,chole,39,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
1086478,15,1086478:1,,79,FOOD#QUALITY,49,negative,dhosas,55,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
1086478,15,1086478:1,,79,FOOD#QUALITY,60,negative,dhal,64,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
1086478,15,1086478:2,,80,SERVICE#GENERAL,4,negative,service,11,"The service varys from day to day- sometimes they're very nice, and sometimes not."
1086478,15,1086478:3,,81,SERVICE#GENERAL,4,negative,kitchen,11,"The kitchen however, is almost always slow."
1086478,15,1086478:4,,82,FOOD#QUALITY,31,negative,food,35,"Also, specify if you like your food spicy- its rather bland if you don't."
1086478,15,1086478:5,,83,AMBIENCE#GENERAL,4,positive,ambience,12,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best."
1086478,15,1086478:5,,83,RESTAURANT#MISCELLANEOUS,0,positive,NULL,0,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best."
1090587,16,1090587:0,,84,,,,,,Just went here for my girlfriends 23rd bday.
1090587,16,1090587:1,,85,LOCATION#GENERAL,80,positive,view,84,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
1090587,16,1090587:2,,86,SERVICE#GENERAL,18,positive,service,25,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
1090587,16,1090587:2,,86,FOOD#QUALITY,36,positive,food,40,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
1090587,16,1090587:2,,86,FOOD#PRICES,36,positive,food,40,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
1090587,16,1090587:3,,87,FOOD#QUALITY,4,positive,lava cake dessert,21,The lava cake dessert was incredible and I recommend it.
1102681,17,1102681:0,,88,AMBIENCE#GENERAL,19,positive,Cosette,26,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro."
1102681,17,1102681:1,,89,AMBIENCE#GENERAL,10,positive,restaurant,20,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair."
1102681,17,1102681:2,,90,FOOD#QUALITY,4,positive,food,8,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way."
1102681,17,1102681:2,,90,FOOD#QUALITY,43,negative,French Onion soup,60,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way."
1102681,17,1102681:2,,90,FOOD#STYLE_OPTIONS,43,positive,French Onion soup,60,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way."
1102681,17,1102681:2,,90,FOOD#QUALITY,104,negative,desserts,112,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way."
1102681,17,1102681:3,,91,AMBIENCE#GENERAL,20,positive,ambience,28,"However, go for the ambience, and consider the food just a companion for a trip across the world!"
1102681,17,1102681:3,,91,FOOD#QUALITY,47,neutral,food,51,"However, go for the ambience, and consider the food just a companion for a trip across the world!"
1118167,18,1118167:0,,92,,,,,,"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week."
1118167,18,1118167:1,,93,RESTAURANT#GENERAL,0,negative,NULL,0,IT WAS HORRIBLE.
1118167,18,1118167:2,,94,FOOD#QUALITY,4,negative,pizza,9,The pizza was delivered cold and the cheese wasn't even fully melted!
1118167,18,1118167:2,,94,FOOD#QUALITY,37,negative,cheese,43,The pizza was delivered cold and the cheese wasn't even fully melted!
1118167,18,1118167:3,,95,FOOD#QUALITY,0,negative,NULL,0,It looked like shredded cheese partly done - still in strips.
1118167,18,1118167:4,TRUE,96,,,,,,I have eaten at many pizza places around NYC and this is hands down the worst.
1119578,19,1119578:0,,97,RESTAURANT#GENERAL,0,negative,NULL,0,This has got to be one of the most overrated restaurants in Brooklyn.
1119578,19,1119578:1,,98,FOOD#QUALITY,4,negative,pizza,9,The pizza is overpriced and soggy.
1119578,19,1119578:1,,98,FOOD#PRICES,4,negative,pizza,9,The pizza is overpriced and soggy.
1119578,19,1119578:2,,99,FOOD#QUALITY,20,positive,ingredients,31,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
1119578,19,1119578:2,,99,FOOD#QUALITY,80,negative,pizza,85,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
1119578,19,1119578:2,,99,FOOD#QUALITY,122,negative,crust,127,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
1119578,19,1119578:3,,100,RESTAURANT#GENERAL,0,negative,NULL,0,"A big disappointment, all around."
1123262,20,1123262:0,,101,FOOD#QUALITY,31,positive,meals,36,I think I've had some the best meals of my life at minnow.
1123262,20,1123262:1,,102,FOOD#QUALITY,4,positive,seafood,11,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises."
1123262,20,1123262:1,,102,DRINKS#STYLE_OPTIONS,39,positive,wine list,48,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises."
1123262,20,1123262:1,,102,FOOD#STYLE_OPTIONS,72,positive,menu,76,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises."
1123262,20,1123262:2,,103,FOOD#QUALITY,31,positive,ingredients,42,The combination of super-fresh ingredients in the dishes are unusual but really delicious.
1123262,20,1123262:3,,104,RESTAURANT#GENERAL,0,positive,NULL,0,Worth the trip from Manhattan.
1125006,21,1125006:0,,105,,,,,,Was there Friday night.
1125006,21,1125006:1,,106,FOOD#QUALITY,5,positive,Pastrami,13,Best Pastrami I ever had and great portion without being ridiculous.
1125006,21,1125006:1,,106,FOOD#STYLE_OPTIONS,35,positive,portion,42,Best Pastrami I ever had and great portion without being ridiculous.
1125006,21,1125006:2,,107,,,,,,And I've been to many NYC delis.
1125006,21,1125006:3,,108,FOOD#STYLE_OPTIONS,16,positive,fried shrimp,28,My wife had the fried shrimp which are huge and loved it.
1125006,21,1125006:3,,108,FOOD#QUALITY,16,positive,fried shrimp,28,My wife had the fried shrimp which are huge and loved it.
1125006,21,1125006:4,TRUE,109,,,,,,Price no more than a Jersey deli but way better.
1125284,22,1125284:0,,110,RESTAURANT#GENERAL,105,positive,place,110,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place."
1125284,22,1125284:1,,111,RESTAURANT#MISCELLANEOUS,5,positive,place,10,This place is the most Japanese it can ever get.
1125284,22,1125284:2,,112,RESTAURANT#MISCELLANEOUS,4,positive,signs,9,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
1125284,22,1125284:2,,112,FOOD#STYLE_OPTIONS,15,positive,specials menus,29,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
1125284,22,1125284:2,,112,FOOD#QUALITY,31,positive,food,35,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
1125284,22,1125284:2,,112,SERVICE#GENERAL,54,positive,waitstaff,63,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
1125284,22,1125284:3,,113,RESTAURANT#GENERAL,5,positive,place,10,This place is worth an one-hour drive.
1125284,22,1125284:4,,114,RESTAURANT#GENERAL,0,positive,NULL,0,"I am so coming back here again, as much as I can."
1126814,23,1126814:0,,115,RESTAURANT#GENERAL,0,positive,Leon,4,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
1126814,23,1126814:0,,115,AMBIENCE#GENERAL,0,positive,Leon,4,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
1126814,23,1126814:0,,115,FOOD#QUALITY,95,positive,specials,103,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
1126814,23,1126814:0,,115,AMBIENCE#GENERAL,123,positive,atmosphere,133,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
1126814,23,1126814:0,,115,FOOD#QUALITY,70,positive,French bistro fare,88,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
1126814,23,1126814:1,,116,SERVICE#GENERAL,89,positive,staff,94,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story."
1126814,23,1126814:2,,117,,,,,,Sit outside in the warm weather; inside for cozy winter.
1126814,23,1126814:3,,118,DRINKS#QUALITY,7,neutral,wine,11,Decent wine at reasonable prices.
1126814,23,1126814:3,,118,DRINKS#PRICES,7,positive,wine,11,Decent wine at reasonable prices.
1126814,23,1126814:4,,119,RESTAURANT#GENERAL,0,positive,NULL,0,Have been dozens of times and never failed to enjoy the experience.
1126814,23,1126814:5,,120,RESTAURANT#GENERAL,0,positive,NULL,0,"Our teenage kids love it, too."
1126886,24,1126886:0,,121,RESTAURANT#GENERAL,89,positive,Zucchero Pomodori,106,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori."
1126886,24,1126886:1,,122,RESTAURANT#GENERAL,27,positive,place,32,This is by far my favorite place in the neighborhood.
1126886,24,1126886:2,,123,SERVICE#GENERAL,4,positive,service,11,"The service is excellent, the decor is great, and the food is delicious and comes in large portions."
1126886,24,1126886:2,,123,AMBIENCE#GENERAL,30,positive,decor,35,"The service is excellent, the decor is great, and the food is delicious and comes in large portions."
1126886,24,1126886:2,,123,FOOD#QUALITY,54,positive,food,58,"The service is excellent, the decor is great, and the food is delicious and comes in large portions."
1126886,24,1126886:2,,123,FOOD#STYLE_OPTIONS,91,positive,portions,99,"The service is excellent, the decor is great, and the food is delicious and comes in large portions."
1126886,24,1126886:3,TRUE,124,,,,,,"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare."
1126886,24,1126886:4,,125,RESTAURANT#GENERAL,19,positive,Gnocchi,26,I'm partial to the Gnocchi.
1131595,25,1131595:0,,126,AMBIENCE#GENERAL,5,negative,place,10,This place is incredibly tiny.
1131595,25,1131595:1,,127,SERVICE#GENERAL,0,negative,NULL,0,They refuse to seat parties of 3 or more on weekends.
1131595,25,1131595:2,,128,SERVICE#GENERAL,4,negative,hostess,11,The hostess is rude to the point of being offensive.
1131595,25,1131595:3,,129,FOOD#QUALITY,4,negative,food,8,The food was bland oily.
1131595,25,1131595:4,,130,RESTAURANT#GENERAL,0,negative,NULL,0,I just don't understand all the hype...
1138996,26,1138996:0,,131,,,,,,We went to Ino for Valentines.
1138996,26,1138996:1,,132,FOOD#QUALITY,61,positive,food,65,"We have been to this place many times, and always have great food, wine, and service."
1138996,26,1138996:1,,132,DRINKS#QUALITY,67,positive,wine,71,"We have been to this place many times, and always have great food, wine, and service."
1138996,26,1138996:1,,132,SERVICE#GENERAL,77,positive,service,84,"We have been to this place many times, and always have great food, wine, and service."
1138996,26,1138996:2,,133,SERVICE#GENERAL,86,positive,wait,90,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
1138996,26,1138996:3,,134,DRINKS#QUALITY,25,positive,glass of wine,38,As always we had a great glass of wine while we waited.
1138996,26,1138996:4,,135,SERVICE#GENERAL,35,positive,service,42,"When we sat, we got great and fast service."
1138996,26,1138996:5,,136,SERVICE#GENERAL,4,positive,people,10,The people that work there are always so friendly you forget you are in New York sometimes.
1138996,26,1138996:6,,137,RESTAURANT#GENERAL,23,positive,place,28,Make sure you try this place as often as you can.
1145510,27,1145510:0,,138,RESTAURANT#GENERAL,14,positive,restaurant,24,This is a fun restaurant to go to.
1145510,27,1145510:1,,139,FOOD#QUALITY,4,positive,pizza,9,The pizza is yummy and I like the atmoshpere.
1145510,27,1145510:1,,139,AMBIENCE#GENERAL,34,positive,atmoshpere,44,The pizza is yummy and I like the atmoshpere.
1145510,27,1145510:2,,140,FOOD#PRICES,8,negative,pizza,13,But the pizza is way to expensive.
1145510,27,1145510:3,,141,,,,,,"A large is $20, and toppings are about $3 each."
1147082,28,1147082:0,,142,FOOD#QUALITY,17,negative,lunch,22,I went there for lunch and it was not as good as I expected from the reviews I read.
1147082,28,1147082:1,,143,FOOD#QUALITY,0,negative,Sauce,5,Sauce was watery and the food didn't have much flavor.
1147082,28,1147082:1,,143,FOOD#QUALITY,25,negative,food,29,Sauce was watery and the food didn't have much flavor.
1147082,28,1147082:2,TRUE,144,,,,,,"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you."
1147082,28,1147082:3,,145,RESTAURANT#GENERAL,0,negative,NULL,0,I don't think I would go again.
1147211,29,1147211:0,,146,RESTAURANT#GENERAL,5,positive,place,10,This place is great.
1147211,29,1147211:1,,147,SERVICE#GENERAL,0,positive,NULL,0,I had a huge group for my birthday and we were well taken care of.
1147211,29,1147211:2,,148,SERVICE#GENERAL,4,positive,waitress,12,The waitress was very patient with us and the food is phenomenal!
1147211,29,1147211:2,,148,FOOD#QUALITY,46,positive,food,50,The waitress was very patient with us and the food is phenomenal!
1147211,29,1147211:3,,149,SERVICE#GENERAL,0,positive,Service,7,"Service was prompt, friendly and great."
1147211,29,1147211:4,,150,RESTAURANT#PRICES,0,negative,NULL,0,Slightly on the pricey side but worth it!
1147211,29,1147211:4,,150,RESTAURANT#GENERAL,0,positive,NULL,0,Slightly on the pricey side but worth it!
1153034,30,1153034:0,,151,FOOD#QUALITY,6,positive,pizza,11,Great pizza and fantastic service.
1153034,30,1153034:0,,151,SERVICE#GENERAL,26,positive,service,33,Great pizza and fantastic service.
1153034,30,1153034:1,,152,SERVICE#GENERAL,18,positive,wait,22,"There was a small wait, but shorter than I expected."
1153034,30,1153034:2,,153,LOCATION#GENERAL,0,positive,NULL,0,Located at the end of a magnificent block.
1153034,30,1153034:3,,154,AMBIENCE#GENERAL,0,positive,NULL,0,Very cozy and warm inside.....
1153034,30,1153034:4,,155,RESTAURANT#GENERAL,0,positive,NULL,0,I will be back!
